x,y
1.6736690549905973,1.3838399252245916
-2.139198804189195,-0.430669524021245
-0.07797951785246987,-2.1751964114997544
1.4325400287248236,1.0004542211694134
-1.7125507738741086,-0.9131649599967991
-2.0103887431966436,-0.3568161599061587
1.816017273154086,0.9707641237625518
1.535906506131004,-2.803358949602779
0.21266114996023233,-2.2002729175361426
-1.3974720003677183,-0.3406835710680948
-2.0072959570961277,-0.9126964238179788
0.4386864219390245,-1.9176631090188023
2.2777304330206904,0.7443279640398953
0.509708047171775,-2.4034588719328913
-2.3487538911186867,0.00037996326739391136
0.1779291836883674,1.580852061014464
0.15461320001197776,1.5883356372796202
0.43742967395517685,-1.7989040451886882
0.8193875061508296,1.617739689649312
-2.1071495760285255,-0.8471466772962991
-1.229617348424776,2.195639062531011
2.013861970485947,0.7175816558759583
1.938292427525929,0.8858508424020642
1.8457721593206666,0.8949468229523357
0.4206994213621923,1.77309507239646
2.0386058016501885,1.2118684214370175
-0.13936904905653186,-2.6732381204045645
-2.04710057226295,-0.5163604871986327
0.7914552306812876,-3.29541643805419
-2.1781730983545686,0.008415710785105989
1.174683333950537,-3.1404813706225903
0.6247558732115386,-2.590755014800758
2.7657285478043234,-0.1146378750975089
1.2912472005436126,-3.2211705385565326
2.2397626375394917,0.7277514887739275
2.311979734475799,0.7108945738817632
2.1324366802223875,0.7367739060775672
0.99278559655348,1.2237872766378928
1.752108264173705,1.5088653055703845
0.394055315787859,-1.815099805180982
0.9981571826372351,-1.811464701097917
0.03014304883089291,2.2270499705981703
1.5985978439649133,0.8717149377945305
-0.029298505090746448,-2.036796935510035
-1.5106921079409223,-1.4041355924217862
-0.23522505168762337,2.436234178474572
2.510146110461835,-1.9658717641150862
0.26530488943902164,1.895941656695603
-0.050992541080619465,2.1409044394816323
2.150850351857502,0.6161213795590185
2.4605600419623697,0.612527160795466
-1.7194044106708362,-0.9794225965370816
-0.24531705162339706,1.8209086165475408
0.9057866555442877,0.652864121684326
-2.1211096194451016,-0.20087153691378276
-0.16335201101869157,1.7525325436521122
0.04874922832281047,-1.1746014957875988
1.1170730632927064,-2.3715190076437684
2.6017067190372827,-0.00384272686283872
-2.2353539828705196,0.07480908649488842
1.8932265183300698,0.5830746751193324
